Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,StoneArea,TotalSF,BuiltEqualRemod,Pool,TotalBath,TotalRoomsAboveGrade,TotalPorchSF,TotalOverallGrade,ConditionsScore,LotDepth,AreaLivRatio,GLQBsmtArea
1122,20,RL,84.0,10084,Pave,None,3,Lvl,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,3,2,PConc,4,3,3,6,24.0,1,0.0,1528.0,1552.0,GasA,4,Y,SBrkr,1552,0,0,1552,0.0,0.0,2,0,3,1,3,7,Typ,0,1,Attchd,2005.0,2,3.0,782.0,3,3,2,144,20,0,0,0,0,None,None,None,0,7,2006,New,Partial,0.0,3104.0,0,0,2.0,9.0,164,12,3,120.04761904761905,4.320479862896315,0.0
1123,20,RL,64.5,8926,Pave,None,2,Lvl,Corner,2,Edwards,Norm,Norm,1Fam,1Story,4,3,1956,1956,Gable,CompShg,AsbShng,AsbShng,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,672.0,672.0,GasA,4,Y,FuseA,960,0,0,960,0.0,0.0,1,0,3,1,2,5,Typ,0,1,Basment,1956.0,1,1.0,288.0,3,3,2,64,0,0,0,160,0,None,MnPrv,None,0,10,2009,COD,Abnorml,0.0,1632.0,1,0,1.0,6.0,224,7,3,138.3875968992248,7.152243589743589,0.0
1124,20,RL,50.0,9405,Pave,None,3,Lvl,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,2008,Hip,CompShg,VinylSd,VinylSd,None,0.0,2,4,CBlock,3,3,1,1,0.0,1,0.0,698.0,698.0,GasA,4,Y,SBrkr,698,0,0,698,0.0,1.0,1,0,2,1,2,4,Typ,0,1,None,0.0,0,0.0,0.0,1,1,2,0,200,0,0,0,0,None,None,None,0,6,2009,WD,Normal,0.0,1396.0,0,0,1.5,5.0,200,14,3,188.1,13.474212034383955,0.0
1125,80,RL,64.0,9125,Pave,None,2,Lvl,Inside,2,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,170.0,2,2,PConc,4,3,1,1,0.0,1,0.0,384.0,384.0,GasA,3,Y,SBrkr,812,670,0,1482,0.0,0.0,2,1,3,1,3,7,Typ,1,3,Attchd,1992.0,3,2.0,392.0,3,3,2,100,25,0,0,0,0,None,None,None,0,7,2007,WD,Normal,0.0,1866.0,1,0,2.5,9.5,125,12,3,142.578125,7.57890365448505,0.0
1126,20,RL,60.0,10434,Pave,None,3,Lvl,Inside,2,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,1005.0,1005.0,GasA,2,Y,SBrkr,1005,0,0,1005,0.0,0.0,1,0,2,1,1,5,Typ,1,3,Detchd,1977.0,1,2.0,672.0,2,2,2,0,0,0,0,0,0,None,None,None,0,11,2009,WD,Normal,0.0,2010.0,1,0,1.0,6.0,0,9,3,173.9,6.221824686940966,0.0
1127,120,RL,53.0,3684,Pave,None,3,Lvl,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,3,2,PConc,4,3,1,1,0.0,1,0.0,1373.0,1373.0,GasA,4,Y,SBrkr,1555,0,0,1555,0.0,0.0,2,0,2,1,3,7,Typ,1,3,Attchd,2007.0,3,3.0,660.0,3,3,2,143,20,0,0,0,0,None,None,None,0,6,2009,WD,Normal,0.0,2928.0,1,0,2.0,9.0,163,12,3,69.50943396226415,1.6632054176072235,0.0
1128,20,RL,182.0,14572,Pave,None,0,Lvl,Corner,2,Gilbert,Norm,Norm,1Fam,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,6,1300.0,1,0.0,230.0,1530.0,GasA,4,Y,SBrkr,1530,0,0,1530,1.0,0.0,2,0,3,1,3,7,Typ,1,4,Attchd,2004.0,3,3.0,630.0,3,3,2,144,36,0,0,0,0,None,None,None,0,11,2007,WD,Family,0.0,3060.0,1,0,3.0,9.0,180,12,3,80.06593406593407,6.746296296296296,0.0
1129,60,RL,59.0,11796,Pave,None,2,Lvl,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,1,0.0,1,0.0,847.0,847.0,GasA,4,Y,SBrkr,847,1112,0,1959,0.0,0.0,2,1,4,1,3,8,Typ,1,4,BuiltIn,2004.0,3,2.0,434.0,3,3,2,100,48,0,0,0,0,None,None,None,0,7,2007,WD,Normal,0.0,2806.0,0,0,2.5,10.5,148,12,3,199.9322033898305,9.208430913348947,0.0
1130,90,RM,60.0,7200,Pave,Grvl,3,Lvl,Inside,2,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,2,2,CBlock,4,3,4,6,936.0,1,0.0,0.0,936.0,GasA,2,Y,SBrkr,936,0,0,936,1.0,0.0,1,0,2,1,2,4,Typ,0,1,Detchd,1980.0,1,2.0,672.0,3,3,2,49,0,0,0,0,0,None,None,None,0,8,2007,WD,Normal,0.0,1872.0,1,0,2.0,5.0,49,10,3,120.0,4.477611940298507,0.0
1131,50,RL,65.0,7804,Pave,None,3,Lvl,Inside,2,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,CompShg,WdShing,Plywood,None,0.0,2,2,BrkTil,3,3,1,4,622.0,1,0.0,500.0,1122.0,GasA,2,Y,SBrkr,1328,653,0,1981,1.0,0.0,2,0,4,1,3,7,Min2,2,3,Detchd,1981.0,1,2.0,576.0,3,3,2,431,44,0,0,0,0,None,MnPrv,None,0,12,2009,WD,Normal,0.0,3103.0,0,0,3.0,9.0,475,7,3,120.06153846153846,4.098739495798319,0.0
1132,20,RL,63.0,10712,Pave,None,3,Lvl,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,PConc,4,3,2,4,212.0,1,0.0,762.0,974.0,GasA,2,Y,SBrkr,974,0,0,974,0.0,0.0,1,0,3,1,2,5,Typ,0,1,None,0.0,0,0.0,0.0,1,1,2,0,28,0,0,0,0,None,MnPrv,None,0,9,2007,Oth,Abnorml,0.0,1948.0,0,0,1.0,6.0,28,10,3,170.03174603174602,10.99794661190965,0.0
1133,70,RM,90.0,9900,Pave,None,3,Lvl,Inside,2,OldTown,Norm,Norm,1Fam,2Story,6,4,1880,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,2,1,0.0,1,0.0,1008.0,1008.0,GasW,2,Y,SBrkr,1178,1032,0,2210,0.0,0.0,2,0,5,1,1,8,Typ,0,1,Detchd,1930.0,1,1.0,205.0,2,3,0,0,48,0,0,0,0,None,None,None,0,5,2007,WD,Normal,0.0,3218.0,0,0,2.0,10.0,48,10,3,110.0,7.158351409978308,0.0
1134,60,RL,80.0,9828,Pave,None,2,Lvl,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,6,584.0,1,0.0,544.0,1128.0,GasA,4,Y,SBrkr,1142,878,0,2020,0.0,0.0,2,1,3,1,3,8,Typ,1,3,Attchd,1995.0,2,2.0,466.0,3,3,2,0,155,0,0,0,0,None,None,None,0,6,2009,WD,Normal,0.0,3148.0,1,0,2.5,10.5,155,13,3,122.85,6.111940298507463,0.0
1135,60,RL,57.0,8773,Pave,None,2,HLS,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,3,1,0.0,1,0.0,916.0,916.0,GasA,3,Y,SBrkr,916,684,0,1600,0.0,0.0,2,1,3,1,2,7,Typ,1,3,Attchd,1997.0,3,2.0,460.0,3,3,2,100,38,0,0,0,0,None,None,None,0,8,2007,WD,Normal,0.0,2516.0,1,0,2.5,9.5,138,11,3,153.91228070175438,6.375726744186046,0.0
1136,30,RM,60.0,6180,Pave,None,3,Lvl,Corner,2,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,960.0,960.0,GasA,2,N,SBrkr,986,0,0,986,0.0,0.0,1,0,2,1,2,5,Typ,1,4,Detchd,1926.0,1,1.0,180.0,3,3,2,0,128,0,0,0,0,None,None,None,0,5,2007,WD,Normal,0.0,1946.0,0,0,1.0,6.0,128,11,3,103.0,5.300171526586621,0.0
1137,50,RL,80.0,9600,Pave,None,3,Lvl,Inside,2,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,3,1,4,280.0,1,0.0,752.0,1032.0,GasA,2,Y,FuseA,1032,220,0,1252,0.0,0.0,1,0,3,1,2,6,Typ,0,1,Attchd,1950.0,1,1.0,288.0,3,3,2,0,0,96,0,0,0,None,None,None,0,4,2008,WD,Abnorml,0.0,2284.0,1,0,1.0,7.0,96,11,3,120.0,7.2727272727272725,0.0
1138,50,RL,54.0,6342,Pave,None,3,Lvl,Inside,2,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,3,3,1,1,0.0,1,0.0,780.0,780.0,GasA,3,N,SBrkr,780,240,0,1020,0.0,0.0,1,0,2,1,2,6,Typ,0,1,None,0.0,0,0.0,0.0,1,1,0,0,0,176,0,0,0,None,None,None,0,5,2010,WD,Normal,0.0,1800.0,0,0,1.0,7.0,176,13,1,117.44444444444444,8.13076923076923,0.0
1139,20,RL,74.0,9819,Pave,None,2,Lvl,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,None,0.0,2,2,PConc,3,3,4,5,1567.0,1,0.0,0.0,1567.0,GasA,2,Y,SBrkr,1567,0,0,1567,1.0,0.0,2,0,2,1,3,5,Typ,2,3,Attchd,1977.0,2,2.0,714.0,3,3,2,264,32,0,0,0,0,None,None,None,0,5,2009,WD,Normal,0.0,3134.0,1,0,3.0,7.0,296,11,3,132.6891891891892,4.30469092503288,0.0
1140,30,RL,98.0,8731,Pave,None,2,Lvl,Inside,2,BrkSide,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,2,1,BrkTil,3,3,1,4,645.0,1,0.0,270.0,915.0,GasA,2,Y,SBrkr,1167,0,0,1167,0.0,0.0,1,0,3,1,2,6,Maj1,1,4,Detchd,1972.0,1,2.0,495.0,3,3,2,0,0,216,0,126,0,None,None,None,0,5,2007,WD,Normal,0.0,2082.0,0,0,1.0,7.0,342,10,3,89.09183673469387,5.253309265944645,0.0
1141,20,RL,60.0,7350,Pave,None,3,Lvl,Corner,2,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,2,5,852.0,1,0.0,100.0,952.0,GasA,2,Y,SBrkr,952,0,0,952,1.0,0.0,1,0,2,1,2,4,Typ,0,1,Detchd,1988.0,1,2.0,840.0,3,3,2,0,0,0,0,0,0,None,None,None,0,6,2008,COD,Abnorml,0.0,1904.0,1,0,2.0,5.0,0,12,3,122.5,4.1015625,0.0
1142,60,RL,80.0,10304,Pave,None,2,Lvl,CulDSac,2,NWAmes,PosN,Norm,1Fam,2Story,5,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,2,3,CBlock,3,3,1,5,381.0,1,0.0,399.0,780.0,GasA,4,Y,SBrkr,1088,780,0,1868,1.0,0.0,2,1,4,1,3,9,Typ,1,3,Attchd,1976.0,1,2.0,484.0,3,3,2,448,96,0,0,0,0,None,None,None,0,10,2009,WD,Normal,0.0,2648.0,1,0,3.5,11.5,544,12,4,128.8,6.55470737913486,0.0
1143,60,RL,77.0,9965,Pave,None,3,Lvl,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,340.0,3,2,PConc,5,3,4,6,1150.0,1,0.0,316.0,1466.0,GasA,4,Y,SBrkr,1466,1362,0,2828,1.0,0.0,3,0,4,1,3,11,Typ,1,3,BuiltIn,2006.0,2,3.0,1052.0,3,3,2,125,144,0,0,0,0,None,None,None,0,4,2007,New,Partial,340.0,4294.0,0,0,4.0,14.0,269,13,3,129.41558441558442,3.9575059571088165,0.0
1144,20,RL,72.0,9000,Pave,None,3,Lvl,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,3,1959,1959,Gable,CompShg,Wd Sdng,Plywood,None,0.0,2,2,CBlock,3,3,1,6,288.0,1,0.0,718.0,1006.0,GasA,2,Y,SBrkr,1006,0,0,1006,0.0,0.0,1,0,3,1,2,5,Typ,0,1,None,0.0,0,0.0,0.0,1,1,2,0,24,0,0,0,0,None,None,None,0,7,2008,WD,Normal,0.0,2012.0,1,0,1.0,6.0,24,8,3,125.0,8.946322067594433,0.0
1145,190,RL,60.0,12180,Pave,None,3,Lvl,Inside,2,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,1,BrkTil,4,3,1,4,348.0,1,0.0,324.0,672.0,Grav,1,N,FuseA,672,252,0,924,1.0,0.0,1,0,2,1,1,5,Typ,0,1,Detchd,1941.0,1,1.0,280.0,3,3,2,0,0,0,0,0,0,None,MnPrv,None,0,7,2010,WD,Normal,0.0,1596.0,0,0,2.0,6.0,0,8,3,203.0,12.794117647058824,0.0
1146,50,RM,52.0,6240,Pave,None,3,Lvl,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1928,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,1042.0,1042.0,GasA,4,Y,SBrkr,1042,534,0,1576,0.0,0.0,1,0,3,1,2,8,Typ,1,4,Detchd,1928.0,1,1.0,225.0,3,3,2,0,0,0,0,0,0,None,None,None,0,8,2006,WD,Family,0.0,2618.0,0,0,1.0,9.0,0,11,3,120.0,4.925019731649566,0.0
1147,20,RL,67.0,11200,Pave,None,3,Lvl,Inside,2,SawyerW,Norm,Norm,1Fam,1Story,6,5,1985,1985,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,85.0,3,2,CBlock,4,3,1,6,1258.0,1,0.0,40.0,1298.0,GasA,2,Y,SBrkr,1298,0,0,1298,1.0,0.0,2,0,3,1,3,5,Typ,1,3,Attchd,1985.0,1,2.0,403.0,3,3,2,165,26,0,0,0,0,None,None,None,0,5,2006,WD,Normal,0.0,2596.0,1,0,3.0,7.0,191,11,3,167.16417910447763,6.584362139917696,0.0
1148,70,RL,75.0,12000,Pave,None,3,Bnk,Inside,2,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,3,275.0,1,0.0,429.0,704.0,GasA,4,Y,SBrkr,860,704,0,1564,0.0,0.0,1,1,3,1,1,7,Typ,1,4,Attchd,1941.0,1,1.0,234.0,3,3,2,0,0,0,0,0,0,None,None,None,0,7,2009,WD,Normal,0.0,2268.0,0,0,1.5,8.5,0,14,3,160.0,10.968921389396709,0.0
1149,50,RM,60.0,5700,Pave,None,3,Lvl,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,3,3,1,1,0.0,1,0.0,572.0,572.0,GasA,2,Y,SBrkr,572,539,0,1111,0.0,0.0,1,0,2,1,2,5,Typ,1,4,Detchd,1982.0,1,1.0,288.0,3,3,2,0,0,176,0,0,0,None,None,None,0,8,2008,WD,Normal,0.0,1683.0,0,0,1.0,6.0,176,14,3,95.0,6.627906976744186,0.0
1150,70,RM,50.0,9000,Pave,None,3,Lvl,Inside,2,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,3,3,1,5,624.0,1,0.0,26.0,650.0,GasA,4,Y,SBrkr,832,650,0,1482,0.0,1.0,1,0,3,1,2,7,Typ,0,1,Detchd,1930.0,1,2.0,324.0,3,3,2,0,0,0,0,0,0,None,None,None,0,7,2009,WD,Normal,0.0,2132.0,0,0,1.5,8.0,0,16,1,180.0,7.7854671280276815,0.0
1151,20,RL,57.0,8280,Pave,None,2,Lvl,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,932.0,932.0,GasA,4,Y,FuseA,932,0,0,932,0.0,0.0,1,0,2,1,3,4,Typ,1,4,Attchd,1950.0,1,1.0,306.0,3,3,2,0,0,214,0,0,0,None,GdPrv,None,0,11,2007,WD,Normal,0.0,1864.0,1,0,1.0,5.0,214,11,3,145.26315789473685,6.688206785137318,0.0
1152,20,RL,134.0,17755,Pave,None,3,Lvl,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,2,2,CBlock,3,3,1,4,176.0,1,0.0,1290.0,1466.0,GasA,2,Y,SBrkr,1466,0,0,1466,0.0,0.0,1,1,3,1,1,6,Typ,2,4,Attchd,1959.0,3,2.0,528.0,3,3,2,0,140,0,0,100,0,None,None,None,0,11,2006,WD,Normal,0.0,2932.0,1,0,1.5,7.5,240,9,3,132.5,8.90421263791374,0.0
1153,20,RL,90.0,14115,Pave,None,2,Lvl,Inside,2,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,None,0.0,2,2,PConc,3,3,1,5,296.0,6,547.0,230.0,1073.0,GasA,4,Y,SBrkr,1811,0,0,1811,0.0,0.0,1,0,2,1,4,6,Typ,1,4,Attchd,1956.0,3,2.0,470.0,3,3,2,0,0,280,0,0,0,None,None,None,0,7,2006,WD,Abnorml,0.0,2884.0,0,0,1.0,7.0,280,13,3,156.83333333333334,6.188075405523893,0.0
1154,30,RM,60.0,5890,Pave,None,3,Lvl,Corner,2,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,3,5,538.0,1,0.0,278.0,816.0,GasA,4,Y,SBrkr,816,0,0,816,0.0,0.0,1,0,2,1,2,5,Typ,0,1,Detchd,2002.0,1,1.0,432.0,3,3,2,0,0,96,0,0,0,None,None,None,0,6,2008,WD,Normal,0.0,1632.0,0,0,1.0,6.0,96,14,3,98.16666666666667,4.719551282051282,0.0
1155,60,RL,73.0,13700,Pave,None,2,Lvl,Inside,2,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1988,Gable,CompShg,VinylSd,VinylSd,Stone,288.0,2,2,CBlock,3,3,4,5,454.0,1,0.0,410.0,864.0,GasA,2,Y,SBrkr,902,918,0,1820,0.0,0.0,1,2,4,1,3,8,Typ,2,4,Attchd,1965.0,1,2.0,492.0,3,3,2,60,84,0,0,273,0,None,GdPrv,None,0,5,2008,WD,Normal,288.0,2684.0,0,0,2.0,10.0,417,13,3,187.67123287671234,9.827833572453372,0.0
1156,20,RL,90.0,10768,Pave,None,2,Lvl,Corner,2,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,4,5,1157.0,1,0.0,280.0,1437.0,GasA,2,Y,SBrkr,1437,0,0,1437,1.0,0.0,2,0,3,1,3,6,Typ,1,2,Attchd,1976.0,2,2.0,528.0,3,3,2,0,21,0,0,180,0,None,None,None,0,7,2007,WD,Normal,0.0,2874.0,0,0,3.0,8.0,201,13,3,119.64444444444445,5.479898218829517,0.0
1157,80,RL,85.0,9350,Pave,None,3,Lvl,Inside,2,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,None,0.0,2,3,PConc,3,3,4,5,633.0,1,0.0,586.0,1219.0,GasA,3,Y,SBrkr,1265,0,0,1265,0.0,1.0,2,0,3,1,3,6,Typ,1,4,Attchd,1965.0,2,2.0,502.0,3,3,2,0,92,0,96,0,0,None,MnPrv,None,0,10,2008,WD,Normal,0.0,2484.0,0,0,2.5,8.0,188,13,3,110.0,5.291454442558008,0.0
1158,120,RL,34.0,5001,Pave,None,2,Lvl,Inside,2,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,3,2,PConc,4,3,1,6,904.0,1,0.0,410.0,1314.0,GasA,4,Y,SBrkr,1314,0,0,1314,1.0,0.0,2,0,2,1,3,6,Typ,1,4,Attchd,2008.0,2,2.0,626.0,3,3,2,172,62,0,0,0,0,None,None,None,0,7,2009,WD,Normal,166.0,2628.0,0,0,3.0,8.0,234,12,3,147.08823529411765,2.577835051546392,0.0
1159,20,RL,92.0,11932,Pave,None,3,Lvl,FR2,2,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,3,2,PConc,4,3,1,1,0.0,1,0.0,1580.0,1580.0,GasA,4,Y,SBrkr,1580,0,0,1580,0.0,0.0,2,0,3,1,3,7,Typ,0,1,Attchd,2008.0,2,3.0,830.0,3,3,2,0,24,0,0,0,0,None,None,None,0,6,2008,ConLD,Partial,186.0,3160.0,0,0,2.0,9.0,24,13,1,129.69565217391303,4.95103734439834,0.0
1160,60,RL,76.0,9120,Pave,None,3,Lvl,Inside,2,NWAmes,Norm,Norm,1Fam,2Story,6,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,270.0,3,2,CBlock,3,3,1,5,442.0,1,0.0,459.0,901.0,GasA,2,Y,SBrkr,943,933,0,1876,0.0,0.0,2,1,4,1,3,8,Typ,1,3,Attchd,1974.0,2,2.0,540.0,4,3,2,0,69,0,0,0,0,None,None,None,0,7,2008,WD,Normal,0.0,2777.0,1,0,2.5,10.5,69,12,3,120.0,6.14969656102495,0.0
1161,160,RL,24.0,2280,Pave,None,3,Lvl,Inside,2,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,2,2,CBlock,4,3,1,5,311.0,1,0.0,544.0,855.0,GasA,1,Y,SBrkr,855,601,0,1456,0.0,0.0,2,1,3,1,2,7,Typ,1,3,Attchd,1978.0,1,2.0,440.0,3,3,2,26,0,0,0,0,0,None,None,None,0,7,2010,WD,Normal,0.0,2311.0,1,0,2.5,9.5,26,11,3,95.0,1.7606177606177607,0.0
1162,20,RL,70.0,14778,Pave,None,2,Low,CulDSac,2,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,3,2,CBlock,3,3,1,4,728.0,1,0.0,568.0,1296.0,GasA,4,Y,SBrkr,1640,0,0,1640,1.0,0.0,1,0,3,1,3,7,Typ,1,4,Detchd,1993.0,1,2.0,924.0,3,3,2,108,0,0,216,0,0,None,None,None,0,11,2008,WD,Normal,0.0,2936.0,0,0,2.0,8.0,324,13,4,211.11428571428573,5.763650546021841,0.0
1163,20,RL,109.0,8724,Pave,None,3,Lvl,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,4,3,1,4,492.0,1,0.0,402.0,894.0,GasA,3,Y,SBrkr,894,0,0,894,0.0,0.0,1,0,3,1,2,5,Typ,1,0,Attchd,1968.0,3,2.0,450.0,3,3,2,0,0,0,0,0,0,None,None,None,0,5,2007,WD,Normal,0.0,1788.0,1,0,1.0,6.0,0,10,3,80.03669724770643,6.491071428571429,0.0
1164,90,RL,60.0,12900,Pave,None,3,Lvl,Inside,2,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,1969,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,4,3,3,6,1198.0,1,0.0,0.0,1198.0,GasA,2,Y,SBrkr,1258,0,0,1258,2.0,0.0,0,2,0,2,2,6,Typ,0,1,CarPort,1969.0,1,2.0,400.0,2,3,2,120,0,0,0,0,0,None,None,None,0,1,2008,WD,Alloca,0.0,2456.0,1,0,3.0,7.0,120,8,1,215.0,7.780458383594692,0.0
1165,80,RL,80.0,16157,Pave,None,2,Lvl,FR2,2,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,PConc,4,3,4,5,680.0,3,391.0,289.0,1360.0,GasA,4,Y,SBrkr,1432,0,0,1432,1.0,0.0,1,1,2,1,3,5,Typ,1,3,Attchd,1978.0,1,2.0,588.0,3,3,2,168,180,0,0,0,0,None,None,None,0,6,2007,WD,Normal,0.0,2792.0,1,0,2.5,6.5,348,12,1,201.9625,7.998514851485148,0.0
1166,20,RL,79.0,9541,Pave,None,2,Lvl,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,268.0,3,2,PConc,4,3,1,1,0.0,1,0.0,1502.0,1502.0,GasA,4,Y,SBrkr,1502,0,0,1502,0.0,0.0,2,0,3,1,3,7,Typ,0,1,Attchd,2009.0,2,2.0,644.0,3,3,2,0,114,0,0,0,0,None,None,None,0,9,2009,New,Partial,268.0,3004.0,1,0,2.0,9.0,114,12,3,120.77215189873418,4.445945945945946,0.0
1167,20,RL,64.0,10475,Pave,None,2,Lvl,Corner,2,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,3,2,PConc,4,3,3,1,0.0,1,0.0,1694.0,1694.0,GasA,4,Y,SBrkr,1694,0,0,1694,0.0,0.0,2,0,3,1,3,7,Typ,0,1,Attchd,2008.0,2,3.0,776.0,3,3,2,160,33,0,0,0,0,None,None,None,0,2,2010,WD,Normal,72.0,3388.0,1,0,2.0,9.0,193,13,3,163.671875,4.2408906882591095,0.0
