Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,AreaFrontageRatio,AreaLivRatio,StoneArea,GLQBsmtArea,TotalSF,TotalPorchSF,HouseAge,TotalRoomsAboveGrade,TotalBath,OverallScore,OverallCondition,BuiltEqualRemod,HasAlley,HasPool,Has2ndFlr,HasGarage,HasBsmt,HasFireplace,NeighborhoodGrouped,TotalSF_OverallScore
1454,20,RL,90.0,17217,Pave,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1140.0,1140.0,GasA,Ex,Y,SBrkr,1140,0,0,1140,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,None,0.0,None,0.0,0.0,None,None,Y,36,56,0,0,0,0,None,None,None,0,7,2006,WD,Abnorml,191.3,15.102631578947369,0.0,0.0,2280.0,92,0,7.0,1.0,10,1.0,1,0,0,0,0,1,0,1,22800.0
1455,20,FV,62.0,7500,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,410.0,Unf,0.0,811.0,1221.0,GasA,Ex,Y,SBrkr,1221,0,0,1221,1.0,0.0,2,0,2,1,Gd,6,Typ,0,None,Attchd,2004.0,RFn,2.0,400.0,TA,TA,Y,0,113,0,0,0,0,None,None,None,0,10,2009,WD,Normal,120.96774193548387,4.626773596545342,0.0,410.0,2442.0,113,4,8.0,3.0,12,1.0,0,1,0,0,1,1,0,3,29304.0
1456,60,RL,62.0,7917,Pave,None,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,953.0,953.0,GasA,Ex,Y,SBrkr,953,694,0,1647,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1999.0,RFn,2.0,460.0,TA,TA,Y,0,40,0,0,0,0,None,None,None,0,8,2007,WD,Normal,127.69354838709677,5.602972399150743,0.0,0.0,2600.0,40,7,9.5,2.5,11,1.0,0,0,0,1,1,1,1,2,28600.0
1457,20,RL,85.0,13175,Pave,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1978,1988,Gable,CompShg,Plywood,Plywood,Stone,119.0,TA,TA,CBlock,Gd,TA,No,ALQ,790.0,Rec,163.0,589.0,1542.0,GasA,TA,Y,SBrkr,2073,0,0,2073,1.0,0.0,2,0,3,1,TA,7,Min1,2,TA,Attchd,1978.0,Unf,2.0,500.0,TA,TA,Y,349,0,0,0,0,0,None,MnPrv,None,0,2,2010,WD,Normal,155.0,5.120481927710843,119.0,0.0,3615.0,349,22,9.0,3.0,12,1.0,0,0,0,0,1,1,1,2,43380.0
1458,70,RL,66.0,9042,Pave,None,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1941,2006,Gable,CompShg,CemntBd,CmentBd,None,0.0,Ex,Gd,Stone,TA,Gd,No,GLQ,275.0,Unf,0.0,877.0,1152.0,GasA,Ex,Y,SBrkr,1188,1152,0,2340,0.0,0.0,2,0,4,1,Gd,9,Typ,2,Gd,Attchd,1941.0,RFn,1.0,252.0,TA,TA,Y,0,60,0,0,0,0,None,GdPrv,Shed,2500,5,2010,WD,Normal,137.0,6.279166666666667,0.0,275.0,3492.0,60,4,11.0,2.0,16,1.0,0,0,0,1,1,1,1,3,55872.0
1459,20,RL,68.0,9717,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1950,1996,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,GLQ,49.0,Rec,1029.0,0.0,1078.0,GasA,Gd,Y,FuseA,1078,0,0,1078,1.0,0.0,1,0,2,1,Gd,5,Typ,0,None,Attchd,1950.0,Unf,1.0,240.0,TA,TA,Y,366,0,112,0,0,0,None,None,None,0,4,2010,WD,Normal,142.89705882352942,7.372534142640364,0.0,49.0,2156.0,478,14,6.0,2.0,11,1.0,0,0,0,0,1,1,0,1,23716.0
1460,20,RL,75.0,9937,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,830.0,LwQ,290.0,136.0,1256.0,GasA,Gd,Y,SBrkr,1256,0,0,1256,1.0,0.0,1,1,3,1,TA,6,Typ,0,None,Attchd,1965.0,Fin,1.0,276.0,TA,TA,Y,736,68,0,0,0,0,None,None,None,0,6,2008,WD,Normal,132.49333333333334,6.486292428198434,0.0,0.0,2512.0,804,43,7.5,2.5,11,1.0,1,0,0,0,1,1,0,1,27632.0
1461,20,RH,80.0,11622,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468.0,LwQ,144.0,270.0,882.0,GasA,TA,Y,SBrkr,896,0,0,896,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Attchd,1961.0,Unf,1.0,730.0,TA,TA,Y,140,0,0,0,120,0,None,MnPrv,None,0,6,2010,WD,Normal,145.275,7.14760147601476,0.0,0.0,1778.0,260,49,6.0,1.0,11,-0.5,1,0,0,0,1,1,0,1,19558.0
1462,20,RL,81.0,14267,Pave,None,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,108.0,TA,TA,CBlock,TA,TA,No,ALQ,923.0,Unf,0.0,406.0,1329.0,GasA,TA,Y,SBrkr,1329,0,0,1329,0.0,0.0,1,1,3,1,Gd,6,Typ,0,None,Attchd,1958.0,Unf,1.0,312.0,TA,TA,Y,393,36,0,0,0,0,None,None,Gar2,12500,6,2010,WD,Normal,176.1358024691358,8.69408897014016,0.0,0.0,2658.0,429,52,7.5,1.5,12,1.0,1,0,0,0,1,1,0,1,31896.0
1463,60,RL,74.0,13830,Pave,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,791.0,Unf,0.0,137.0,928.0,GasA,Gd,Y,SBrkr,928,701,0,1629,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1997.0,Fin,2.0,482.0,TA,TA,Y,212,34,0,0,0,0,None,MnPrv,None,0,3,2010,WD,Normal,186.8918918918919,9.808510638297872,0.0,791.0,2557.0,246,12,8.5,2.5,10,1.0,0,0,0,1,1,1,1,2,25570.0
1464,60,RL,78.0,9978,Pave,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,20.0,TA,TA,PConc,TA,TA,No,GLQ,602.0,Unf,0.0,324.0,926.0,GasA,Ex,Y,SBrkr,926,678,0,1604,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,1998.0,Fin,2.0,470.0,TA,TA,Y,360,36,0,0,0,0,None,None,None,0,6,2010,WD,Normal,127.92307692307692,7.14756446991404,0.0,602.0,2530.0,396,12,9.5,2.5,12,1.0,1,0,0,1,1,1,1,2,30360.0
1465,120,RL,43.0,5005,Pave,None,IR1,HLS,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,263.0,Unf,0.0,1017.0,1280.0,GasA,Ex,Y,SBrkr,1280,0,0,1280,0.0,0.0,2,0,2,1,Gd,5,Typ,0,None,Attchd,1992.0,RFn,2.0,506.0,TA,TA,Y,0,82,0,0,144,0,None,None,None,0,1,2010,WD,Normal,116.3953488372093,2.8023516237402015,0.0,0.0,2560.0,226,18,7.0,2.0,13,1.0,1,0,0,0,1,1,0,4,33280.0
1466,60,RL,75.0,10000,Pave,None,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,763.0,763.0,GasA,Gd,Y,SBrkr,763,892,0,1655,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1993.0,Fin,2.0,440.0,TA,TA,Y,157,84,0,0,0,0,None,None,None,0,4,2010,WD,Normal,133.33333333333334,8.31255195344971,0.0,0.0,2418.0,241,16,9.5,2.5,11,1.0,0,0,0,1,1,1,1,2,26598.0
1467,20,RL,63.0,7980,Pave,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,7,1992,2007,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,PConc,Gd,TA,No,ALQ,935.0,Unf,0.0,233.0,1168.0,GasA,Ex,Y,SBrkr,1187,0,0,1187,1.0,0.0,2,0,3,1,TA,6,Typ,0,None,Attchd,1992.0,Fin,2.0,420.0,TA,TA,Y,483,21,0,0,0,0,None,GdPrv,Shed,500,3,2010,WD,Normal,126.66666666666667,4.965774735532047,0.0,0.0,2355.0,504,3,8.0,3.0,13,1.0,0,0,0,0,1,1,0,2,30615.0
1468,60,RL,63.0,8402,Pave,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,789.0,789.0,GasA,Gd,Y,SBrkr,789,676,0,1465,0.0,0.0,2,1,3,1,TA,7,Typ,1,Gd,Attchd,1998.0,Fin,2.0,393.0,TA,TA,Y,0,75,0,0,0,0,None,None,None,0,5,2010,WD,Normal,133.36507936507937,7.1082910321489,0.0,0.0,2254.0,75,12,9.5,2.5,11,1.0,1,0,0,1,1,1,1,2,24794.0
1469,20,RL,85.0,10176,Pave,None,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,637.0,Unf,0.0,663.0,1300.0,GasA,Gd,Y,SBrkr,1341,0,0,1341,1.0,0.0,1,1,2,1,Gd,5,Typ,1,Po,Attchd,1990.0,Unf,2.0,506.0,TA,TA,Y,192,0,0,0,0,0,None,None,None,0,2,2010,WD,Normal,119.71764705882353,5.509474824038982,0.0,637.0,2641.0,192,20,6.5,2.5,12,1.0,1,0,0,0,1,1,1,2,31692.0
1470,20,RL,70.0,8400,Pave,None,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,804.0,Rec,78.0,0.0,882.0,GasA,TA,Y,SBrkr,882,0,0,882,1.0,0.0,1,0,2,1,TA,4,Typ,0,None,Attchd,1970.0,Fin,2.0,525.0,TA,TA,Y,240,0,0,0,0,0,None,MnPrv,None,0,4,2010,WD,Normal,120.0,5.970149253731344,0.0,0.0,1764.0,240,40,5.0,2.0,9,1.0,1,0,0,0,1,1,0,1,15876.0
1471,120,RH,26.0,5858,Pave,None,IR1,Lvl,FR2,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1051.0,BLQ,0.0,354.0,1405.0,GasA,Ex,Y,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,1999.0,Fin,2.0,511.0,TA,TA,Y,203,68,0,0,0,0,None,None,None,0,6,2010,WD,Normal,225.30769230769232,3.16991341991342,0.0,1051.0,2742.0,271,11,7.0,3.0,12,1.0,1,0,0,0,1,1,1,1,32904.0
1472,160,RM,21.0,1680,Pave,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,TA,TA,CBlock,TA,TA,No,Rec,156.0,Unf,0.0,327.0,483.0,GasA,TA,Y,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,TA,5,Typ,0,None,Detchd,1971.0,Unf,1.0,264.0,TA,TA,Y,275,0,0,0,0,0,None,None,None,0,2,2010,COD,Normal,80.0,2.248995983935743,0.0,0.0,1470.0,275,39,6.5,1.5,11,1.0,1,0,0,1,1,1,0,0,16170.0
1473,160,RM,21.0,1680,Pave,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,492.0,TA,TA,CBlock,TA,TA,No,Rec,300.0,Unf,0.0,225.0,525.0,GasA,TA,Y,SBrkr,525,567,0,1092,0.0,0.0,1,1,3,1,TA,6,Typ,0,None,Detchd,1997.0,Unf,1.0,320.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,3,2010,WD,Normal,80.0,1.9881656804733727,0.0,0.0,1617.0,0,39,7.5,1.5,10,1.0,1,0,0,1,1,1,0,0,16170.0
1474,160,RL,24.0,2280,Pave,None,Reg,Lvl,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,514.0,Unf,0.0,341.0,855.0,GasA,TA,Y,SBrkr,855,601,0,1456,0.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1975.0,Unf,2.0,440.0,TA,TA,Y,173,0,0,0,0,0,None,None,None,0,6,2010,WD,Normal,95.0,1.7606177606177607,0.0,0.0,2311.0,173,35,8.5,2.5,12,1.0,1,0,0,1,1,1,1,1,27732.0
1475,120,RL,24.0,2280,Pave,None,Reg,Lvl,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,836.0,836.0,GasA,Ex,Y,SBrkr,836,0,0,836,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Attchd,1975.0,Unf,1.0,308.0,TA,TA,Y,0,30,0,0,0,0,None,None,None,0,6,2010,WD,Normal,95.0,1.993006993006993,0.0,0.0,1672.0,30,35,5.0,1.0,13,1.0,1,0,0,0,1,1,0,1,21736.0
1476,60,RL,102.0,12858,Pave,None,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,162.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1590.0,1590.0,GasA,Ex,Y,SBrkr,1627,707,0,2334,0.0,0.0,2,1,3,1,Ex,10,Typ,1,Gd,Attchd,2009.0,Fin,3.0,751.0,TA,TA,Y,144,133,0,0,0,0,None,None,None,0,1,2010,New,Partial,126.05882352941177,5.4070647603027755,162.0,0.0,3924.0,277,0,12.5,2.5,14,1.0,0,0,0,1,1,1,1,4,54936.0
1477,20,RL,94.0,12883,Pave,None,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1544.0,1544.0,GasA,Ex,Y,SBrkr,1544,0,0,1544,0.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2009.0,RFn,3.0,868.0,TA,TA,Y,0,35,0,0,0,0,None,None,None,0,6,2010,New,Partial,137.0531914893617,5.341210613598673,256.0,0.0,3088.0,35,0,9.0,2.0,13,1.0,0,0,0,0,1,1,0,4,40144.0
1478,20,RL,90.0,11520,Pave,None,Reg,Lvl,Inside,Gtl,NridgHt,PosN,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,615.0,Gd,TA,PConc,Ex,TA,No,GLQ,110.0,Unf,0.0,1588.0,1698.0,GasA,Ex,Y,SBrkr,1698,0,0,1698,0.0,0.0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2005.0,Fin,3.0,730.0,TA,TA,Y,192,74,0,0,0,0,None,None,None,0,6,2010,WD,Normal,128.0,4.744645799011532,0.0,110.0,3396.0,266,5,9.0,2.0,14,1.5,1,0,0,0,1,1,1,4,47544.0
1479,20,RL,79.0,14122,Pave,None,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,240.0,Gd,TA,PConc,Ex,TA,No,GLQ,28.0,Unf,0.0,1794.0,1822.0,GasA,Ex,Y,SBrkr,1822,0,0,1822,0.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2005.0,RFn,3.0,678.0,TA,TA,Y,0,119,0,0,0,0,None,None,None,0,2,2010,WD,Normal,178.7594936708861,5.6488,0.0,28.0,3644.0,119,4,10.0,2.0,13,1.0,0,0,0,0,1,1,1,4,47372.0
1480,20,RL,110.0,14300,Pave,None,Reg,HLS,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,1095.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1373.0,Unf,0.0,1473.0,2846.0,GasA,Ex,Y,SBrkr,2696,0,0,2696,1.0,0.0,2,1,3,1,Ex,10,Typ,2,Gd,Attchd,2003.0,Fin,3.0,958.0,TA,TA,Y,220,150,0,0,0,0,None,None,None,0,6,2010,WD,Normal,130.0,3.91351943076081,0.0,1373.0,5542.0,370,6,12.5,3.5,14,1.0,0,0,0,0,1,1,1,4,77588.0
1481,60,RL,105.0,13650,Pave,None,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,232.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,578.0,Unf,0.0,1093.0,1671.0,GasA,Ex,Y,SBrkr,1687,563,0,2250,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Ex,Attchd,2002.0,Fin,3.0,756.0,TA,TA,Y,238,130,0,0,0,0,None,None,None,0,6,2010,WD,Normal,130.0,5.587392550143266,0.0,578.0,3921.0,368,8,9.5,3.5,13,1.0,1,0,0,1,1,1,1,4,50973.0
1482,120,RL,41.0,7132,Pave,None,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,24.0,Unf,0.0,1346.0,1370.0,GasA,Ex,Y,SBrkr,1370,0,0,1370,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,484.0,TA,TA,Y,120,49,0,0,0,0,None,None,None,0,4,2010,WD,Normal,173.9512195121951,3.8468176914778858,178.0,24.0,2740.0,169,4,8.0,2.0,13,1.0,1,0,0,0,1,1,1,4,35620.0
1483,20,RL,100.0,18494,Pave,None,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1324.0,1324.0,GasA,Ex,Y,SBrkr,1324,0,0,1324,0.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2005.0,Fin,2.0,430.0,TA,TA,Y,36,23,0,0,0,0,None,None,None,0,1,2010,WD,Normal,184.94,10.543899657924744,0.0,0.0,2648.0,59,5,8.0,2.0,11,1.0,1,0,0,0,1,1,0,2,29128.0
1484,120,RL,43.0,3203,Pave,None,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,0.0,1129.0,1145.0,GasA,Ex,Y,SBrkr,1145,0,0,1145,0.0,0.0,2,0,2,1,Gd,6,Typ,0,None,Attchd,2006.0,Fin,2.0,437.0,TA,TA,Y,100,116,0,0,0,0,None,None,None,0,1,2010,WD,Normal,74.48837209302326,2.024652338811631,0.0,16.0,2290.0,216,4,8.0,2.0,12,1.0,1,0,0,0,1,1,0,2,27480.0
1485,80,RL,67.0,13300,Pave,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,326.0,Unf,0.0,58.0,384.0,GasA,Ex,Y,SBrkr,744,630,0,1374,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,400.0,TA,TA,Y,100,0,0,0,0,0,None,None,None,0,6,2010,WD,Normal,198.50746268656715,11.625874125874127,0.0,326.0,1758.0,100,6,9.5,3.5,12,1.0,1,0,0,1,1,1,1,2,21096.0
1486,60,RL,63.0,8577,Pave,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847,886,0,1733,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,433.0,TA,TA,Y,144,48,0,0,0,0,None,None,None,0,4,2010,WD,Normal,136.14285714285714,6.70078125,0.0,0.0,2580.0,192,6,9.5,2.5,12,1.0,1,0,0,1,1,1,1,2,30960.0
1487,60,RL,60.0,17433,Pave,None,IR2,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,114.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1629.0,1629.0,GasA,Ex,Y,SBrkr,1645,830,0,2475,0.0,0.0,2,1,4,1,Gd,7,Typ,1,TA,Attchd,1998.0,Fin,3.0,962.0,TA,TA,Y,23,172,0,0,256,0,None,None,None,0,1,2010,WD,Normal,290.55,6.686996547756041,0.0,0.0,4104.0,451,12,9.5,2.5,13,1.0,1,0,0,1,1,1,1,4,53352.0
1488,20,RL,73.0,8987,Pave,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,PConc,Gd,TA,None,Unf,0.0,Unf,0.0,1595.0,1595.0,GasA,Ex,Y,SBrkr,1595,0,0,1595,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,3.0,880.0,TA,TA,Y,144,0,0,0,0,0,None,None,None,0,5,2010,WD,Normal,123.10958904109589,3.631111111111111,0.0,0.0,3190.0,144,4,8.0,2.0,13,1.0,0,0,0,0,1,1,1,3,41470.0
1489,20,FV,92.0,9215,Pave,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1218.0,1218.0,GasA,Ex,Y,SBrkr,1218,0,0,1218,0.0,0.0,2,0,2,1,Gd,4,Typ,0,None,Attchd,2009.0,RFn,2.0,676.0,TA,TA,Y,0,136,0,0,0,0,None,None,None,0,4,2010,New,Partial,100.16304347826087,4.865364308342133,0.0,0.0,2436.0,136,0,6.0,2.0,12,1.0,0,0,0,0,1,1,0,3,29232.0
1490,20,FV,84.0,10440,Pave,None,Reg,Lvl,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1414.0,Unf,0.0,54.0,1468.0,GasA,Ex,Y,SBrkr,1468,0,0,1468,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2.0,528.0,TA,TA,Y,0,102,0,0,216,0,None,None,None,0,5,2010,WD,Normal,124.28571428571429,5.2304609218436875,0.0,1414.0,2936.0,318,5,8.0,3.0,11,1.0,1,0,0,0,1,1,1,3,32296.0
1491,60,RL,70.0,11920,Pave,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,122.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,831.0,831.0,GasA,Ex,Y,SBrkr,831,828,0,1659,0.0,0.0,2,1,3,1,Gd,8,Typ,0,None,Attchd,2004.0,RFn,2.0,484.0,TA,TA,Y,144,68,0,0,0,0,None,None,None,0,4,2010,WD,Normal,170.28571428571428,9.064638783269961,0.0,0.0,2490.0,212,6,10.5,2.5,12,1.0,1,0,0,1,1,1,0,2,29880.0
1492,30,RH,70.0,9800,Pave,None,Reg,Lvl,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,TA,N,FuseA,1012,0,0,1012,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1920.0,Unf,1.0,429.0,TA,TA,Y,121,0,80,0,0,0,None,None,None,0,4,2010,WD,Normal,140.0,6.800832755031228,0.0,0.0,1828.0,201,60,6.0,1.0,10,-0.5,0,0,0,0,1,1,0,2,18280.0
